Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
Batik Air,2025-10-04,4:45 PM,8:25 AM +1 (2025-10-05),13 hr 40 min,1 stop,"IDR 4,087,900"
"Indonesia AirAsia, Thai AirAsia X",2025-10-04,8:00 PM,10:45 AM +1 (2025-10-05),12 hr 45 min,1 stop,"IDR 4,726,620"
Vietjet,2025-10-04,1:30 PM,7:55 AM +1 (2025-10-05),16 hr 25 min,1 stop,"IDR 4,811,821"
Batik Air,2025-10-04,4:30 PM,8:25 AM +1 (2025-10-05),13 hr 55 min,1 stop,"IDR 4,087,900"
Batik Air,2025-10-04,12:30 PM,8:25 AM +1 (2025-10-05),17 hr 55 min,1 stop,"IDR 4,287,900"
Vietjet,2025-10-04,1:30 PM,1:00 AM +2 (2025-10-06),33 hr 30 min,1 stop,"IDR 4,811,821"
China Airlines,2025-10-04,2:40 PM,1:15 PM +1 (2025-10-05),20 hr 35 min,1 stop,"IDR 4,951,800"
"Indonesia AirAsia, Thai AirAsia X",2025-10-04,4:35 PM,8:00 AM +1 (2025-10-05),13 hr 25 min,1 stop,"IDR 5,240,520"
"Indonesia AirAsia, Thai AirAsia X",2025-10-04,4:35 PM,10:45 AM +1 (2025-10-05),16 hr 10 min,1 stop,"IDR 5,240,520"
Batik Air,2025-10-04,12:30 PM,8:25 AM +1 (2025-10-05),17 hr 55 min,2 stops,"IDR 5,315,850"
Batik Air,2025-10-04,12:30 PM,8:25 AM +1 (2025-10-05),17 hr 55 min,2 stops,"IDR 5,315,850"
Batik Air,2025-10-04,5:50 PM,8:25 AM +1 (2025-10-05),12 hr 35 min,2 stops,"IDR 5,315,850"
Thai Lion Air,2025-10-04,8:30 PM,4:30 PM +1 (2025-10-05),18 hr,2 stops,"IDR 5,408,600"
"AirAsia, AirAsia X",2025-10-04,8:30 PM,10:35 PM +1 (2025-10-05),24 hr 5 min,1 stop,"IDR 5,444,789"
"AirAsia, AirAsia X",2025-10-04,9:15 PM,10:35 PM +1 (2025-10-05),23 hr 20 min,1 stop,"IDR 5,444,789"
Batik Air,2025-10-04,2:00 PM,8:25 AM +1 (2025-10-05),16 hr 25 min,2 stops,"IDR 5,621,550"
Thai Lion Air,2025-10-04,8:30 PM,4:30 PM +1 (2025-10-05),18 hr,2 stops,"IDR 6,751,700"
Vietjet,2025-10-04,2:00 PM,8:00 AM +1 (2025-10-05),16 hr,1 stop,"IDR 6,755,217"
Vietjet,2025-10-04,2:00 PM,3:30 PM +1 (2025-10-05),23 hr 30 min,1 stop,"IDR 6,755,217"
"Indonesia AirAsia, Thai AirAsia",2025-10-04,8:00 PM,12:55 PM +1 (2025-10-05),14 hr 55 min,2 stops,"IDR 6,823,237"
THAI + ANA,2025-10-04,12:35 PM,6:20 AM +1 (2025-10-05),15 hr 45 min,1 stop,"IDR 6,828,300"
THAI,2025-10-04,12:35 PM,8:10 AM +1 (2025-10-05),17 hr 35 min,1 stop,"IDR 6,828,300"
China Southern,2025-10-04,1:15 PM,2:20 PM +1 (2025-10-05),23 hr 5 min,1 stop,"IDR 7,043,900"
"Indonesia AirAsia, Thai AirAsia",2025-10-04,4:35 PM,12:55 PM +1 (2025-10-05),18 hr 20 min,2 stops,"IDR 7,337,137"
THAI + ANA,2025-10-04,12:35 PM,6:55 AM +1 (2025-10-05),16 hr 20 min,1 stop,"IDR 7,479,300"
"Cathay Pacific, ANA + Operated by Air Japan",2025-10-04,2:20 PM,3:10 PM +1 (2025-10-05),22 hr 50 min,1 stop,"IDR 7,526,000"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,5:40 PM,2:30 PM +1 (2025-10-05),18 hr 50 min,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA",2025-10-04,5:40 PM,7:15 PM +1 (2025-10-05),23 hr 35 min,1 stop,"IDR 7,573,200"
XiamenAir,2025-10-04,1:35 PM,1:45 PM +1 (2025-10-05),22 hr 10 min,1 stop,"IDR 7,672,600"
China Southern,2025-10-04,1:15 PM,7:45 PM +1 (2025-10-05),28 hr 30 min,1 stop,"IDR 7,846,900"
THAI,2025-10-04,12:35 PM,3:55 PM +1 (2025-10-05),25 hr 20 min,1 stop,"IDR 7,871,400"
THAI,2025-10-04,12:35 PM,9:10 PM +1 (2025-10-05),30 hr 35 min,1 stop,"IDR 7,871,400"
Cathay Pacific + JAL,2025-10-04,2:20 PM,6:40 AM +1 (2025-10-05),14 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,1:40 PM +1 (2025-10-05),21 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,1:55 PM +1 (2025-10-05),21 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,2:30 PM +1 (2025-10-05),22 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,4:05 PM +1 (2025-10-05),23 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,8:30 PM +1 (2025-10-05),28 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-04,2:20 PM,9:35 PM +1 (2025-10-05),29 hr 15 min,1 stop,"IDR 8,330,500"
EVA Air,2025-10-04,2:30 PM,11:35 AM +1 (2025-10-05),19 hr 5 min,1 stop,"IDR 8,356,400"
Scoot,2025-10-04,8:05 PM,11:10 AM +1 (2025-10-05),13 hr 5 min,2 stops,"IDR 8,357,610"
SriLankan,2025-10-04,2:25 PM,8:10 AM +1 (2025-10-05),15 hr 45 min,1 stop,"IDR 8,708,200"
JAL + Garuda Indonesia,2025-10-04,9:55 PM,7:25 AM +1 (2025-10-05),7 hr 30 min,Nonstop,"IDR 10,207,200"
China Eastern,2025-10-04,11:30 PM,3:55 PM +1 (2025-10-05),14 hr 25 min,1 stop,"IDR 10,279,000"
China Eastern,2025-10-04,11:30 PM,6:30 PM +1 (2025-10-05),17 hr,1 stop,"IDR 10,279,000"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,5:40 PM,6:20 AM +1 (2025-10-05),10 hr 40 min,1 stop,"IDR 10,443,200"
Singapore Airlines,2025-10-04,6:05 PM,8:00 AM +1 (2025-10-05),11 hr 55 min,1 stop,"IDR 11,099,200"
Singapore Airlines,2025-10-04,7:20 PM,8:00 AM +1 (2025-10-05),10 hr 40 min,1 stop,"IDR 11,099,200"
Singapore Airlines,2025-10-04,7:20 PM,3:45 PM +1 (2025-10-05),18 hr 25 min,1 stop,"IDR 11,099,200"
Singapore Airlines,2025-10-04,8:15 PM,8:00 AM +1 (2025-10-05),9 hr 45 min,1 stop,"IDR 11,099,200"
Singapore Airlines,2025-10-04,8:15 PM,3:45 PM +1 (2025-10-05),17 hr 30 min,1 stop,"IDR 11,099,200"
"China Eastern, JAL + Operated by JTA",2025-10-04,11:30 PM,7:05 PM +1 (2025-10-05),17 hr 35 min,2 stops,"IDR 11,351,900"
Scoot,2025-10-04,12:30 PM,11:10 AM +1 (2025-10-05),20 hr 40 min,2 stops,"IDR 11,657,610"
Singapore Airlines,2025-10-04,8:15 PM,8:00 AM +2 (2025-10-06),33 hr 45 min,1 stop,"IDR 11,716,300"
"China Eastern, JAL",2025-10-04,11:30 PM,4:10 PM +1 (2025-10-05),14 hr 40 min,2 stops,"IDR 12,189,900"
"China Eastern, JAL",2025-10-04,11:30 PM,7:15 PM +1 (2025-10-05),17 hr 45 min,2 stops,"IDR 12,189,900"
"China Eastern, JAL",2025-10-04,11:30 PM,8:35 PM +1 (2025-10-05),19 hr 5 min,2 stops,"IDR 12,189,900"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,3:40 PM,6:20 AM +1 (2025-10-05),12 hr 40 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,3:40 PM,2:30 PM +1 (2025-10-05),20 hr 50 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-10-04,3:40 PM,7:15 PM +1 (2025-10-05),25 hr 35 min,1 stop,"IDR 12,289,200"
"China Eastern, ANA",2025-10-04,11:30 PM,6:50 PM +1 (2025-10-05),17 hr 20 min,2 stops,"IDR 12,306,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-04,11:30 PM,9:15 PM +1 (2025-10-05),19 hr 45 min,2 stops,"IDR 12,306,900"
XiamenAir,2025-10-04,11:30 PM,1:45 PM +1 (2025-10-05),12 hr 15 min,1 stop,"IDR 12,353,600"
Singapore Airlines,2025-10-04,5:00 PM,6:45 AM +1 (2025-10-05),11 hr 45 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-04,5:00 PM,8:00 AM +1 (2025-10-05),13 hr,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-04,6:05 PM,6:45 AM +1 (2025-10-05),10 hr 40 min,1 stop,"IDR 12,827,200"
Garuda Indonesia + JAL,2025-10-04,11:25 PM,8:50 AM +1 (2025-10-05),7 hr 25 min,Nonstop,"IDR 12,985,100"
"China Eastern, ANA",2025-10-04,11:30 PM,4:05 PM +1 (2025-10-05),14 hr 35 min,2 stops,"IDR 13,167,900"
"China Eastern, ANA",2025-10-04,11:30 PM,6:15 PM +1 (2025-10-05),16 hr 45 min,2 stops,"IDR 13,167,900"
"China Eastern, ANA",2025-10-04,11:30 PM,9:15 PM +1 (2025-10-05),19 hr 45 min,2 stops,"IDR 13,167,900"
Singapore Airlines,2025-10-04,7:20 PM,6:45 AM +2 (2025-10-06),33 hr 25 min,1 stop,"IDR 13,444,300"
"China Eastern, JAL + Operated by JTA",2025-10-04,11:30 PM,7:50 PM +1 (2025-10-05),18 hr 20 min,2 stops,"IDR 14,217,900"
"China Eastern, JAL",2025-10-04,11:30 PM,9:40 PM +1 (2025-10-05),20 hr 10 min,2 stops,"IDR 14,217,900"
China Eastern,2025-10-04,11:30 PM,12:50 PM +1 (2025-10-05),11 hr 20 min,1 stop,"IDR 14,415,000"
"China Eastern, Shanghai Airlines",2025-10-04,11:30 PM,3:50 PM +1 (2025-10-05),14 hr 20 min,1 stop,"IDR 14,415,000"
China Eastern,2025-10-04,11:30 PM,8:55 PM +1 (2025-10-05),19 hr 25 min,1 stop,"IDR 14,415,000"
China Eastern,2025-10-04,11:30 PM,9:20 PM +1 (2025-10-05),19 hr 50 min,1 stop,"IDR 14,415,000"
ANA,2025-10-04,9:25 PM,6:50 AM +1 (2025-10-05),7 hr 25 min,Nonstop,"IDR 14,601,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-04,11:30 PM,6:15 PM +1 (2025-10-05),16 hr 45 min,2 stops,"IDR 14,862,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-04,11:30 PM,7:50 PM +1 (2025-10-05),18 hr 20 min,2 stops,"IDR 14,862,900"
China Airlines,2025-10-04,2:40 PM,4:55 PM +1 (2025-10-05),24 hr 15 min,1 stop,"IDR 14,987,800"
China Airlines,2025-10-04,2:40 PM,7:00 PM +1 (2025-10-05),26 hr 20 min,1 stop,"IDR 14,987,800"
EVA Air,2025-10-04,2:30 PM,1:25 PM +1 (2025-10-05),20 hr 55 min,1 stop,"IDR 15,534,400"
Garuda Indonesia,2025-10-04,5:00 PM,8:50 AM +1 (2025-10-05),13 hr 50 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-04,6:30 PM,8:50 AM +1 (2025-10-05),12 hr 20 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-04,7:10 PM,8:50 AM +1 (2025-10-05),11 hr 40 min,1 stop,"IDR 15,694,100"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,10:40 AM +2 (2025-10-06),37 hr 30 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,11:00 AM +2 (2025-10-06),37 hr 50 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,12:55 PM +2 (2025-10-06),39 hr 45 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,3:55 PM +2 (2025-10-06),42 hr 45 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,5:30 PM +2 (2025-10-06),44 hr 20 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,6:30 PM +2 (2025-10-06),45 hr 20 min,2 stops,"IDR 16,310,400"
"XiamenAir, China Southern",2025-10-04,11:30 PM,7:45 PM +1 (2025-10-05),18 hr 15 min,2 stops,"IDR 16,700,000"
"Garuda Indonesia, China Eastern",2025-10-04,11:45 PM,3:55 PM +1 (2025-10-05),14 hr 10 min,1 stop,"IDR 16,871,000"
Singapore Airlines,2025-10-04,2:30 PM,6:45 AM +1 (2025-10-05),14 hr 15 min,1 stop,"IDR 17,121,200"
Singapore Airlines,2025-10-04,2:30 PM,8:00 AM +1 (2025-10-05),15 hr 30 min,1 stop,"IDR 17,121,200"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,3:55 PM +2 (2025-10-06),42 hr 45 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,5:30 PM +2 (2025-10-06),44 hr 20 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-04,7:10 PM,6:30 PM +2 (2025-10-06),45 hr 20 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, China Eastern",2025-10-04,11:45 PM,6:30 PM +1 (2025-10-05),16 hr 45 min,1 stop,"IDR 18,597,000"
"Garuda Indonesia, China Eastern",2025-10-04,11:45 PM,8:55 PM +1 (2025-10-05),19 hr 10 min,1 stop,"IDR 18,597,000"
China Airlines,2025-10-04,2:40 PM,8:45 PM +1 (2025-10-05),28 hr 5 min,1 stop,"IDR 19,503,800"
China Southern,2025-10-04,1:15 PM,1:30 PM +1 (2025-10-05),22 hr 15 min,1 stop,"IDR 19,507,900"
"EVA Air, JAL",2025-10-04,2:30 PM,1:30 PM +1 (2025-10-05),21 hr,2 stops,"IDR 19,524,500"
"Garuda Indonesia, China Eastern, JAL",2025-10-04,11:45 PM,4:35 PM +1 (2025-10-05),14 hr 50 min,2 stops,"IDR 20,138,400"
"Garuda Indonesia, China Eastern, JAL",2025-10-04,11:45 PM,5:50 PM +1 (2025-10-05),16 hr 5 min,2 stops,"IDR 20,138,400"
"Garuda Indonesia, China Eastern, JAL",2025-10-04,11:45 PM,6:35 PM +1 (2025-10-05),16 hr 50 min,2 stops,"IDR 20,138,400"
"Garuda Indonesia, China Eastern, JAL",2025-10-04,11:45 PM,7:10 PM +1 (2025-10-05),17 hr 25 min,2 stops,"IDR 20,138,400"
"Garuda Indonesia, Shanghai Airlines + China Eastern",2025-10-04,11:45 PM,3:50 PM +1 (2025-10-05),14 hr 5 min,1 stop,"IDR 21,060,000"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,4:10 PM +1 (2025-10-05),14 hr 25 min,2 stops,"IDR 21,138,400"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,5:05 PM +1 (2025-10-05),15 hr 20 min,2 stops,"IDR 21,138,400"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,6:05 PM +1 (2025-10-05),16 hr 20 min,2 stops,"IDR 21,138,400"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,6:50 PM +1 (2025-10-05),17 hr 5 min,2 stops,"IDR 21,138,400"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,7:30 PM +1 (2025-10-05),17 hr 45 min,2 stops,"IDR 21,138,400"
"China Eastern, JAL",2025-10-04,11:30 PM,4:35 PM +1 (2025-10-05),15 hr 5 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,5:50 PM +1 (2025-10-05),16 hr 20 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,6:35 PM +1 (2025-10-05),17 hr 5 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,7:10 PM +1 (2025-10-05),17 hr 40 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,7:40 PM +1 (2025-10-05),18 hr 10 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,8:50 PM +1 (2025-10-05),19 hr 20 min,2 stops,"IDR 21,759,400"
"China Eastern, JAL",2025-10-04,11:30 PM,9:45 PM +1 (2025-10-05),20 hr 15 min,2 stops,"IDR 21,759,400"
"Garuda Indonesia, China Eastern, JAL",2025-10-04,11:45 PM,4:10 PM +1 (2025-10-05),14 hr 25 min,2 stops,"IDR 21,897,200"
"Garuda Indonesia, China Eastern, JAL + Operated by JTA",2025-10-04,11:45 PM,7:05 PM +1 (2025-10-05),17 hr 20 min,2 stops,"IDR 22,027,900"
"China Eastern, ANA",2025-10-04,11:30 PM,4:10 PM +1 (2025-10-05),14 hr 40 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,5:05 PM +1 (2025-10-05),15 hr 35 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,6:05 PM +1 (2025-10-05),16 hr 35 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,6:50 PM +1 (2025-10-05),17 hr 20 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,7:30 PM +1 (2025-10-05),18 hr,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,8:20 PM +1 (2025-10-05),18 hr 50 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA + Operated by Star Flyer",2025-10-04,11:30 PM,8:45 PM +1 (2025-10-05),19 hr 15 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,9:00 PM +1 (2025-10-05),19 hr 30 min,2 stops,"IDR 22,759,400"
"China Eastern, ANA",2025-10-04,11:30 PM,9:40 PM +1 (2025-10-05),20 hr 10 min,2 stops,"IDR 22,759,400"
"Garuda Indonesia, China Eastern, ANA",2025-10-04,11:45 PM,6:50 PM +1 (2025-10-05),17 hr 5 min,2 stops,"IDR 22,982,900"
"China Eastern, Shanghai Airlines, JAL",2025-10-04,11:30 PM,5:50 PM +1 (2025-10-05),16 hr 20 min,2 stops,"IDR 23,301,400"
"China Eastern, Shanghai Airlines, JAL",2025-10-04,11:30 PM,6:35 PM +1 (2025-10-05),17 hr 5 min,2 stops,"IDR 23,301,400"
"Garuda Indonesia, China Eastern",2025-10-04,11:45 PM,9:20 PM +1 (2025-10-05),19 hr 35 min,1 stop,"IDR 23,661,000"
"Garuda Indonesia, EVA Air + ANA",2025-10-04,7:10 PM,1:25 PM +2 (2025-10-06),40 hr 15 min,2 stops,"IDR 24,136,100"
"China Eastern, Shanghai Airlines, ANA",2025-10-04,11:30 PM,6:05 PM +1 (2025-10-05),16 hr 35 min,2 stops,"IDR 24,301,400"
"China Eastern, JAL",2025-10-04,11:30 PM,4:10 PM +1 (2025-10-05),14 hr 40 min,2 stops,"IDR 25,398,200"
"China Eastern, JAL",2025-10-04,11:30 PM,3:55 PM +1 (2025-10-05),14 hr 25 min,2 stops,"IDR 27,462,700"
"China Eastern, ANA + Operated by ANA Wings",2025-10-04,11:30 PM,3:30 PM +1 (2025-10-05),14 hr,2 stops,"IDR 28,162,700"
China Southern,2025-10-04,1:15 PM,1:20 PM +1 (2025-10-05),22 hr 5 min,2 stops,"IDR 30,634,600"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,11:50 AM,6:20 AM +1 (2025-10-05),16 hr 30 min,1 stop,"IDR 30,669,200"
China Southern,2025-10-04,1:15 PM,1:05 PM +2 (2025-10-06),45 hr 50 min,2 stops,"IDR 31,095,600"
"China Eastern, ANA + Operated by Star Flyer",2025-10-04,11:30 PM,3:40 PM +1 (2025-10-05),14 hr 10 min,2 stops,"IDR 31,602,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-04,5:40 PM,9:55 PM +1 (2025-10-05),26 hr 15 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,11:50 PM,3:10 PM +1 (2025-10-05),13 hr 20 min,1 stop,"IDR 32,055,400"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-04,11:50 PM,8:00 PM +1 (2025-10-05),18 hr 10 min,1 stop,"IDR 32,055,400"
"China Eastern, JAL",2025-10-04,11:30 PM,3:35 PM +1 (2025-10-05),14 hr 5 min,2 stops,"IDR 32,659,300"
Garuda Indonesia,2025-10-04,1:30 PM,8:50 AM +1 (2025-10-05),17 hr 20 min,1 stop,"IDR 33,418,420"
Garuda Indonesia,2025-10-04,2:30 PM,8:50 AM +1 (2025-10-05),16 hr 20 min,1 stop,"IDR 33,418,420"
Garuda Indonesia,2025-10-04,4:00 PM,8:50 AM +1 (2025-10-05),14 hr 50 min,1 stop,"IDR 33,418,420"
"China Southern, JAL",2025-10-04,1:15 PM,7:30 PM +1 (2025-10-05),28 hr 15 min,1 stop,"IDR 35,926,900"
"Cathay Pacific, JAL",2025-10-04,2:20 PM,4:05 PM +1 (2025-10-05),23 hr 45 min,1 stop,"IDR 39,757,500"
"Cathay Pacific, JAL",2025-10-04,2:20 PM,8:25 PM +1 (2025-10-05),28 hr 5 min,1 stop,"IDR 39,757,500"
"Garuda Indonesia, Cathay Pacific",2025-10-04,2:35 PM,8:30 PM +1 (2025-10-05),27 hr 55 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-04,2:35 PM,9:35 PM +1 (2025-10-05),29 hr,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-04,2:35 PM,1:40 PM +2 (2025-10-06),45 hr 5 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-04,2:35 PM,2:30 PM +2 (2025-10-06),45 hr 55 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-04,2:35 PM,4:05 PM +2 (2025-10-06),47 hr 30 min,2 stops,"IDR 39,807,200"
"Cathay Pacific, ANA + JAL",2025-10-04,2:20 PM,9:45 AM +1 (2025-10-05),17 hr 25 min,2 stops,"IDR 39,871,700"
"Garuda Indonesia, Cathay Pacific",2025-10-04,5:40 PM,1:55 PM +1 (2025-10-05),18 hr 15 min,2 stops,"IDR 40,576,900"
"THAI, ANA",2025-10-04,12:35 PM,6:00 AM +1 (2025-10-05),15 hr 25 min,1 stop,"IDR 42,773,000"
"THAI, ANA",2025-10-04,12:35 PM,6:45 AM +1 (2025-10-05),16 hr 10 min,2 stops,"IDR 42,947,500"
"THAI, Vietnam Airlines + ANA",2025-10-04,12:35 PM,7:35 AM +1 (2025-10-05),17 hr,2 stops,"IDR 42,947,500"
"Garuda Indonesia, Cathay Pacific",2025-10-04,7:10 PM,1:40 PM +2 (2025-10-06),40 hr 30 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-04,7:10 PM,1:40 PM +2 (2025-10-06),40 hr 30 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-04,7:10 PM,2:30 PM +2 (2025-10-06),41 hr 20 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-04,7:10 PM,2:30 PM +2 (2025-10-06),41 hr 20 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-04,7:10 PM,4:05 PM +2 (2025-10-06),42 hr 55 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-10-04,7:10 PM,4:05 PM +2 (2025-10-06),42 hr 55 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-10-04,7:10 PM,4:05 PM +2 (2025-10-06),42 hr 55 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-04,7:10 PM,4:05 PM +2 (2025-10-06),42 hr 55 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + Operated by Star Flyer",2025-10-04,2:20 PM,12:20 PM +1 (2025-10-05),20 hr,2 stops,"IDR 43,870,700"
Garuda Indonesia,2025-10-04,2:35 PM,8:50 AM +2 (2025-10-06),40 hr 15 min,2 stops,"IDR 47,138,680"
"THAI, Cathay Pacific",2025-10-04,12:35 PM,6:40 AM +1 (2025-10-05),16 hr 5 min,2 stops,"IDR 47,708,400"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-04,2:35 PM,7:45 PM +2 (2025-10-06),51 hr 10 min,3 stops,"IDR 48,788,200"
"THAI, Cathay Pacific",2025-10-04,12:35 PM,6:40 AM +1 (2025-10-05),16 hr 5 min,2 stops,"IDR 52,493,800"
"THAI, Cathay Pacific",2025-10-04,12:35 PM,6:40 AM +1 (2025-10-05),16 hr 5 min,2 stops,"IDR 52,493,800"
"China Eastern, ANA + Operated by Star Flyer",2025-10-04,11:30 PM,7:55 PM +1 (2025-10-05),18 hr 25 min,2 stops,"IDR 53,386,300"
Philippine Airlines,2025-10-04,11:50 AM,1:10 PM +1 (2025-10-05),23 hr 20 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-04,4:05 PM,7:40 AM +1 (2025-10-05),13 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-04,4:05 PM,6:05 PM +1 (2025-10-05),24 hr,1 stop,Price unavailable
Malaysia Airlines,2025-10-04,6:25 PM,7:40 AM +1 (2025-10-05),11 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-04,6:25 PM,6:05 PM +1 (2025-10-05),21 hr 40 min,1 stop,Price unavailable
THAI,2025-10-04,7:00 PM,8:10 AM +1 (2025-10-05),11 hr 10 min,1 stop,Price unavailable
"THAI, China Eastern",2025-10-04,7:00 PM,3:55 PM +1 (2025-10-05),18 hr 55 min,2 stops,Price unavailable
THAI,2025-10-04,7:00 PM,3:55 PM +1 (2025-10-05),18 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-04,7:50 PM,6:05 PM +1 (2025-10-05),20 hr 15 min,1 stop,Price unavailable
China Eastern,2025-10-05,11:30 PM,3:55 PM +1 (2025-10-06),14 hr 25 min,1 stop,"IDR 4,545,000"
Batik Air,2025-10-05,4:45 PM,8:25 AM +1 (2025-10-06),13 hr 40 min,1 stop,"IDR 5,064,900"
THAI,2025-10-05,7:00 PM,8:10 AM +1 (2025-10-06),11 hr 10 min,1 stop,"IDR 5,979,300"
ANA,2025-10-05,6:10 AM,3:45 PM (2025-10-05),7 hr 35 min,Nonstop,"IDR 7,446,900"
China Eastern,2025-10-05,11:30 PM,9:20 PM +1 (2025-10-06),19 hr 50 min,1 stop,"IDR 4,545,000"
Batik Air,2025-10-05,9:15 AM,8:25 AM +1 (2025-10-06),21 hr 10 min,1 stop,"IDR 4,664,900"
"Indonesia AirAsia, Thai AirAsia X",2025-10-05,12:05 PM,10:45 AM +1 (2025-10-06),20 hr 40 min,1 stop,"IDR 4,726,620"
"Indonesia AirAsia, Thai AirAsia X",2025-10-05,2:15 PM,10:45 AM +1 (2025-10-06),18 hr 30 min,1 stop,"IDR 4,726,620"
Batik Air,2025-10-05,11:00 AM,8:25 AM +1 (2025-10-06),19 hr 25 min,2 stops,"IDR 4,868,850"
Batik Air,2025-10-05,11:00 AM,8:25 AM +1 (2025-10-06),19 hr 25 min,2 stops,"IDR 4,868,850"
